Date-20160518_Time-151359_UD2Version-546;12VPCIe;3,3V;5V;5Vsb;12V;T4;V4;
54839162;7.449;0.508;1.144;0.704;0.010;60.5;65.6;65.9;32.3;0.00;0.00;0.00;12.45;
54839162;7.444;0.511;1.149;0.700;0.010;60.6;65.9;65.9;32.2;0.00;0.00;0.00;12.44;
54839162;7.430;0.509;1.147;0.702;0.010;60.6;66.0;65.9;32.3;0.00;0.00;0.00;12.45;
54839162;7.472;0.509;1.206;0.702;0.010;60.6;65.9;65.9;32.2;0.00;0.00;0.00;12.43;
54839162;7.439;0.509;1.210;0.703;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.44;
54839162;7.453;0.508;1.211;0.699;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.45;
54839162;7.436;0.509;1.146;0.703;0.010;60.6;66.0;65.9;32.3;0.00;0.00;0.00;12.44;
54839162;7.444;0.510;1.145;0.704;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.45;
54839162;7.429;0.509;1.144;0.703;0.010;60.6;66.0;65.9;32.3;0.00;0.00;0.00;12.44;
54839162;7.442;0.509;1.146;0.701;0.010;60.6;66.0;65.9;32.3;0.00;0.00;0.00;12.49;
54839162;7.441;0.509;1.148;0.700;0.010;60.6;66.0;65.9;32.2;0.00;0.00;0.00;12.45;
54839162;7.427;0.510;1.144;0.702;0.010;60.6;65.9;66.0;32.3;0.00;0.00;0.00;12.46;
54839162;7.423;0.509;1.146;0.700;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.45;
54839162;7.417;0.510;1.144;0.699;0.010;60.6;65.9;66.0;32.3;0.00;0.00;0.00;12.45;
54839162;7.423;0.509;1.150;0.701;0.010;60.6;65.9;65.9;32.2;0.00;0.00;0.00;12.48;
54839162;7.425;0.510;1.221;0.715;0.010;60.6;66.0;65.9;32.3;0.00;0.00;0.00;12.46;
54839162;7.432;0.508;1.236;0.706;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.47;
54839162;7.471;0.509;1.310;0.707;0.009;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.46;
54839162;7.466;0.509;1.321;0.710;0.010;60.5;65.1;65.9;32.3;0.00;0.00;0.00;12.44;
54839162;7.499;0.509;1.345;0.702;0.010;60.6;65.6;65.9;32.3;0.00;0.00;0.00;12.41;
54839162;7.531;0.509;1.271;0.703;0.010;60.5;65.8;65.9;32.2;0.00;0.00;0.00;12.37;
54839162;7.516;0.509;1.354;0.702;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.34;
54839162;7.519;0.509;1.273;0.701;0.010;60.6;65.9;65.9;32.3;0.00;0.00;0.00;12.39;
